station_id,station_name,road_id,sample_id,distance_m,lng_bd09,lat_bd09,heading,image_path,human_label,clip_positive_score,clip_suspected_score,clip_keep_score,clip_negative_score,clip_invalid_score,clip_margin,clip_hard_negative_score,clip_final_score,clip_global_keep_score,clip_crop_keep_score,clip_global_final_score,clip_crop_final_score,clip_best_crop,clip_pred,clip_error
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0000_H000,0.0,118.721024,32.032063,0,images/NanJing_LBY_R001_0000_H000.jpg,suspected,0.266930,0.280253,0.280253,0.256302,0.325598,0.023951,0.253081,0.077788,0.244028,0.280253,0.031650,0.077788,r1_c2,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0000_H090,0.0,118.721024,32.032063,90,images/NanJing_LBY_R001_0000_H090.jpg,suspected,0.227460,0.242101,0.242101,0.227604,0.304964,0.014497,0.207849,0.071074,0.237353,0.242101,0.071074,0.050426,r1_c1,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0000_H180,0.0,118.721024,32.032063,180,images/NanJing_LBY_R001_0000_H180.jpg,negative,0.254124,0.282666,0.282666,0.237892,0.300449,0.044774,0.217747,0.108469,0.282666,0.275881,0.108469,0.078528,r1_c2,keep,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0000_H270,0.0,118.721024,32.032063,270,images/NanJing_LBY_R001_0000_H270.jpg,negative,0.262663,0.278991,0.278991,0.217040,0.190191,0.061951,0.234494,0.091396,0.206243,0.278991,0.054372,0.091396,r1_c2,keep,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0020_H000,20.0,118.721081,32.032208,0,images/NanJing_LBY_R001_0020_H000.jpg,invalid,0.251639,0.264173,0.264173,0.207124,0.308982,0.057049,0.205929,0.099429,0.216365,0.264173,0.043493,0.099429,r1_c2,keep,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0020_H090,20.0,118.721081,32.032208,90,images/NanJing_LBY_R001_0020_H090.jpg,invalid,0.223266,0.236320,0.236320,0.214238,0.307697,0.022082,0.194697,0.080562,0.227338,0.236320,0.076865,0.080562,r1_c1,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0020_H180,20.0,118.721081,32.032208,180,images/NanJing_LBY_R001_0020_H180.jpg,invalid,0.300757,0.317475,0.317475,0.220501,0.334692,0.096974,0.294755,0.081671,0.199971,0.317475,0.035837,0.081671,r1_c2,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0020_H270,20.0,118.721081,32.032208,270,images/NanJing_LBY_R001_0020_H270.jpg,invalid,0.301195,0.317819,0.317819,0.304416,0.284779,0.013403,0.276500,0.096619,0.304678,0.317819,0.043813,0.096619,r1_c1,drop,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0040_H000,40.0,118.721097,32.03236,0,images/NanJing_LBY_R001_0040_H000.jpg,suspected,0.219292,0.234112,0.234112,0.214973,0.323714,0.019139,0.208495,0.067316,0.234112,0.231757,0.067316,0.065035,r1_c2,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0040_H090,40.0,118.721097,32.03236,90,images/NanJing_LBY_R001_0040_H090.jpg,suspected,0.228519,0.238805,0.238805,0.231082,0.293660,0.007723,0.188774,0.087786,0.238805,0.227940,0.087786,0.075137,r1_c0,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0040_H180,40.0,118.721097,32.03236,180,images/NanJing_LBY_R001_0040_H180.jpg,invalid,0.256309,0.279462,0.279462,0.237425,0.330944,0.042038,0.247376,0.081561,0.235046,0.279462,0.040272,0.081561,r1_c2,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0040_H270,40.0,118.721097,32.03236,270,images/NanJing_LBY_R001_0040_H270.jpg,invalid,0.256698,0.276837,0.276837,0.252731,0.324593,0.024106,0.206962,0.071397,0.276837,0.236967,0.067196,0.071397,r1_c0,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0060_H000,60.0,118.721094,32.032512,0,images/NanJing_LBY_R001_0060_H000.jpg,positive,0.273489,0.283807,0.283807,0.236363,0.305609,0.047444,0.267934,0.069459,0.229430,0.283807,0.039818,0.069459,r1_c2,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0060_H090,60.0,118.721094,32.032512,90,images/NanJing_LBY_R001_0060_H090.jpg,positive,0.260584,0.269938,0.269938,0.245983,0.301416,0.023955,0.229149,0.071333,0.254652,0.269938,0.071333,0.053691,r1_c1,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0060_H180,60.0,118.721094,32.032512,180,images/NanJing_LBY_R001_0060_H180.jpg,negative,0.243247,0.255452,0.255452,0.253287,0.325655,0.002165,0.237093,0.065777,0.250367,0.255452,0.057134,0.065777,r1_c1,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0060_H270,60.0,118.721094,32.032512,270,images/NanJing_LBY_R001_0060_H270.jpg,negative,0.255920,0.260049,0.260049,0.242319,0.259560,0.017730,0.258609,0.053162,0.223347,0.260049,0.047059,0.053162,r0_c2,drop,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0080_H000,80.0,118.72106,32.032662,0,images/NanJing_LBY_R001_0080_H000.jpg,negative,0.221828,0.241620,0.241620,0.253728,0.316916,-0.012108,0.236910,0.052092,0.228601,0.241620,0.029818,0.052092,r1_c2,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0080_H090,80.0,118.72106,32.032662,90,images/NanJing_LBY_R001_0080_H090.jpg,suspected,0.218065,0.229338,0.229338,0.239573,0.298405,-0.010235,0.228834,0.039206,0.229338,0.222273,0.021917,0.039206,r0_c0,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0080_H180,80.0,118.72106,32.032662,180,images/NanJing_LBY_R001_0080_H180.jpg,suspected,0.238613,0.248596,0.248596,0.221643,0.326894,0.026953,0.265766,0.035983,0.208337,0.248596,0.027454,0.035983,r1_c1,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0080_H270,80.0,118.72106,32.032662,270,images/NanJing_LBY_R001_0080_H270.jpg,negative,0.226388,0.234952,0.234952,0.240467,0.313792,-0.005515,0.235390,0.046640,0.234952,0.225177,0.046640,0.042277,r1_c0,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0087_H000,87.3,118.721048,32.032717,0,images/NanJing_LBY_R001_0087_H000.jpg,negative,0.253737,0.255513,0.255513,0.253367,0.288713,0.002146,0.258923,0.048375,0.208902,0.255513,-0.010689,0.048375,r1_c2,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0087_H090,87.3,118.721048,32.032717,90,images/NanJing_LBY_R001_0087_H090.jpg,positive,0.247146,0.252128,0.252128,0.234140,0.324474,0.017987,0.229632,0.068422,0.234001,0.252128,0.022742,0.068422,r1_c1,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0087_H180,87.3,118.721048,32.032717,180,images/NanJing_LBY_R001_0087_H180.jpg,positive,0.245911,0.264337,0.264337,0.248002,0.294380,0.016335,0.248897,0.065219,0.245036,0.264337,0.044501,0.065219,r1_c2,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R001,NanJing_LBY_R001_0087_H270,87.3,118.721048,32.032717,270,images/NanJing_LBY_R001_0087_H270.jpg,negative,0.201306,0.219831,0.219831,0.207684,0.294941,0.012147,0.216518,0.046617,0.173833,0.219831,-0.006426,0.046617,r1_c2,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R002,NanJing_LBY_R002_0000_H000,0.0,118.721048,32.032717,0,images/NanJing_LBY_R002_0000_H000.jpg,negative,0.253737,0.255513,0.255513,0.253367,0.288713,0.002146,0.258923,0.048375,0.208902,0.255513,-0.010689,0.048375,r1_c2,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R002,NanJing_LBY_R002_0000_H090,0.0,118.721048,32.032717,90,images/NanJing_LBY_R002_0000_H090.jpg,positive,0.247146,0.252128,0.252128,0.234140,0.324474,0.017987,0.229632,0.068422,0.234001,0.252128,0.022742,0.068422,r1_c1,drop_invalid_like,
NanJing_LBY,蔚来能源充电站南京绿博园,NanJing_LBY_R002,NanJing_LBY_R002_0000_H180,0.0,118.721048,32.032717,180,images/NanJing_LBY_R002_0000_H180.jpg,positive,0.245911,0.264337,0.264337,0.248002,0.294380,0.016335,0.248897,0.065219,0.245036,0.264337,0.044501,0.065219,r1_c2,drop_invalid_like,
